account_code,funding_office_code,office_name,agency_code,agency_name,years_active,years_present,office_share_mean,office_share_latest,office_share_cv,award_avg_usd,contract_share_mean,contract_share_latest,contract_share_cv,contract_share_capped,cs_years,confidence,py_pace_p02,py_pace_p03,py_pace_p04,py_pace_p05,py_pace_p06,py_pace_p07,py_pace_p08,py_pace_p09,py_pace_p10,py_pace_p11,py_pace_p12
005-0107,050001,US GAO OI TEAM,005,Government Accountability Office,5,5,0.033657,-0.00031,2.0515,3689626.0,0.141121,0.12438,0.0929,No,5.0,Low,0.135154,0.205314,0.289984,0.37958,0.453218,0.505461,0.587976,0.653267,0.746408,0.810689,0.892612
005-0107,050010,US GAO IO TEAM,005,Government Accountability Office,5,5,0.102215,0.100082,0.3603,11644633.0,0.141121,0.12438,0.0929,No,5.0,Medium,0.135154,0.205314,0.289984,0.37958,0.453218,0.505461,0.587976,0.653267,0.746408,0.810689,0.892612
005-0107,050ARM,US GAO ARM TEAM,005,Government Accountability Office,5,5,0.016604,0.02641,0.6544,2019515.0,0.141121,0.12438,0.0929,No,5.0,Medium,0.135154,0.205314,0.289984,0.37958,0.453218,0.505461,0.587976,0.653267,0.746408,0.810689,0.892612
005-0107,050FMA,US GAO FMA TEAM,005,Government Accountability Office,5,5,0.009064,0.018569,1.0047,1080706.0,0.141121,0.12438,0.0929,No,5.0,Low,0.135154,0.205314,0.289984,0.37958,0.453218,0.505461,0.587976,0.653267,0.746408,0.810689,0.892612
005-0107,050HC0,US GAO HCO TEAM,005,Government Accountability Office,5,5,0.012814,0.010253,0.8009,1421349.0,0.141121,0.12438,0.0929,No,5.0,Low,0.135154,0.205314,0.289984,0.37958,0.453218,0.505461,0.587976,0.653267,0.746408,0.810689,0.892612
005-0107,051STS,US GAO ISTS TEAM,005,Government Accountability Office,5,5,0.44881,0.531689,0.3334,53276140.0,0.141121,0.12438,0.0929,No,5.0,High,0.135154,0.205314,0.289984,0.37958,0.453218,0.505461,0.587976,0.653267,0.746408,0.810689,0.892612
005-0107,05ARML,US GAO ARM LIBRARY,005,Government Accountability Office,5,5,0.019858,0.003005,0.7966,2228590.0,0.141121,0.12438,0.0929,No,5.0,Low,0.135154,0.205314,0.289984,0.37958,0.453218,0.505461,0.587976,0.653267,0.746408,0.810689,0.892612
005-0107,05GA0A,GOVERNMENT ACCOUNTABILITY OFFICE,005,Government Accountability Office,5,5,0.31467,0.246152,0.1988,36706816.0,0.141121,0.12438,0.0929,No,5.0,High,0.135154,0.205314,0.289984,0.37958,0.453218,0.505461,0.587976,0.653267,0.746408,0.810689,0.892612
005-0107,05STAA,US GAO STAA TEAM,005,Government Accountability Office,5,5,0.038272,0.052952,0.5624,4644785.0,0.141121,0.12438,0.0929,No,5.0,Medium,0.135154,0.205314,0.289984,0.37958,0.453218,0.505461,0.587976,0.653267,0.746408,0.810689,0.892612
010-0930,103299,AOUSC-PROCUREMENT MANAGEMENT DIV,010,The Judicial Branch,5,2,0.353547,0.0,1.3798,181159427.0,0.888589,0.938948,0.0354,No,5.0,Low,0.209506,0.345041,0.363764,0.373067,0.761807,0.770796,0.778714,0.815936,0.833624,0.844955,0.905677
010-0930,1033D3,US COURTS,010,The Judicial Branch,5,5,0.604915,0.975788,0.7768,360167147.0,0.888589,0.938948,0.0354,No,5.0,Low,0.209506,0.345041,0.363764,0.373067,0.761807,0.770796,0.778714,0.815936,0.833624,0.844955,0.905677
010-0930,15M105,"PROCUREMENT DIVISION, CSS",015,Department of Justice,5,4,0.024418,0.001555,2.125,14634900.0,0.888589,0.938948,0.0354,No,5.0,Low,0.209506,0.345041,0.363764,0.373067,0.761807,0.770796,0.778714,0.815936,0.833624,0.844955,0.905677
010-0930,15M700,OPERATIONS SUPPORT DIVISION,015,Department of Justice,5,5,0.010729,0.016519,0.7624,6289828.0,0.888589,0.938948,0.0354,No,5.0,Low,0.209506,0.345041,0.363764,0.373067,0.761807,0.770796,0.778714,0.815936,0.833624,0.844955,0.905677
011-0036,113160,EOP - OFFICE OF ADMINISTRATION,1100,Executive Office of the President,4,2,0.359071,,1.16,1315404.0,0.022034,0.0,1.2879,No,5.0,Low,0.242192,0.351701,0.435419,0.481127,0.473304,0.489396,0.507781,0.518217,0.539762,0.551831,0.693567
011-0036,113161,EOP - OFFICE OF MGMT AND BUDGET,1100,Executive Office of the President,4,4,0.640929,,0.6499,845277.0,0.022034,0.0,1.2879,No,5.0,Medium,0.242192,0.351701,0.435419,0.481127,0.473304,0.489396,0.507781,0.518217,0.539762,0.551831,0.693567
011-0038,113160,EOP - OFFICE OF ADMINISTRATION,1100,Executive Office of the President,5,5,0.990861,0.999396,0.0176,31167469.0,0.274575,0.268318,0.1344,No,5.0,High,0.125411,0.181386,0.235076,0.286804,0.358712,0.405706,0.459836,0.562255,0.632346,0.682259,0.767235
011-0038,113161,EOP - OFFICE OF MGMT AND BUDGET,1100,Executive Office of the President,5,3,0.005225,0.000604,1.6792,157176.0,0.274575,0.268318,0.1344,No,5.0,Low,0.125411,0.181386,0.235076,0.286804,0.358712,0.405706,0.459836,0.562255,0.632346,0.682259,0.767235
011-0040,19AQMM,ACQUISITIONS - AQM MOMENTUM,019,Department of State,5,3,0.05506,-0.015468,2.3962,22779225.0,0.413909,1.0,1.2868,No,5.0,Low,0.001792,0.100525,0.100525,0.100525,0.100525,0.295982,0.295982,0.296543,0.296631,0.296859,0.698987
011-0040,19XK00,KFUND,019,Department of State,5,1,0.128787,0.0,2.2361,33333333.0,0.413909,1.0,1.2868,No,5.0,Low,0.001792,0.100525,0.100525,0.100525,0.100525,0.295982,0.295982,0.296543,0.296631,0.296859,0.698987
011-0040,19XPRM,"BUREAU OF POPULATION, REFUGEES AND",019,Department of State,5,5,0.115979,-0.000821,4.5113,29681282.0,0.413909,1.0,1.2868,No,5.0,Low,0.001792,0.100525,0.100525,0.100525,0.100525,0.295982,0.295982,0.296543,0.296631,0.296859,0.698987
011-0040,19XSCA,BUREAU OF SOUTH AND CENTRAL ASIAN,019,Department of State,5,4,0.695355,0.996466,0.7829,112583512.0,0.413909,1.0,1.2868,No,5.0,Low,0.001792,0.100525,0.100525,0.100525,0.100525,0.295982,0.295982,0.296543,0.296631,0.296859,0.698987
011-0041,11USDS,EOP - THE UNITED STATES DOGE SERVICE,1100,Executive Office of the President,1,1,1.0,1.0,,1963529.0,0.050924,0.050924,,No,1.0,Low,0.089475,0.089475,0.089475,0.089475,0.084249,0.117154,0.145963,0.176192,0.364742,0.395996,0.765053
011-0048,113160,EOP - OFFICE OF ADMINISTRATION,1100,Executive Office of the President,4,1,0.01898,,2.0,17882.0,0.213946,0.0,1.4057,No,5.0,Low,0.08855,0.136828,0.155333,0.157299,0.157326,0.157786,0.157805,0.157805,0.157835,0.158032,0.159221
011-0048,113186,EOP - NATIONAL SPACE COUNCIL,1100,Executive Office of the President,4,4,0.98102,,0.0387,616298.0,0.213946,0.0,1.4057,No,5.0,Medium,0.08855,0.136828,0.155333,0.157299,0.157326,0.157786,0.157805,0.157805,0.157835,0.158032,0.159221
011-0100,1145PC,PEACE CORPS OACM,1125,Peace Corps,5,5,0.999018,1.0,0.0022,52789312.0,0.10502,0.096122,0.5357,No,5.0,Medium,0.12095,0.22297,0.29278,0.357806,0.387247,0.472949,0.570026,0.691449,0.770633,0.826148,0.919367
011-0108,113160,EOP - OFFICE OF ADMINISTRATION,1100,Executive Office of the President,4,4,1.0,1.0,0.0,5332564.0,1.0,0.754567,,Yes,5.0,Medium,0.214149,0.358942,0.404142,0.421141,0.430118,0.491388,0.504906,0.49153,0.524699,0.700099,0.963233
011-0110,113160,EOP - OFFICE OF ADMINISTRATION,1100,Executive Office of the President,4,4,0.169661,0.0,1.9376,1863934.0,0.057727,0.01091,1.0298,No,5.0,Low,0.175629,0.247766,0.344008,0.397512,0.458269,0.516024,0.57384,0.632428,0.692962,0.775316,0.885987
011-0110,113168,EOP - WHITE HOUSE OFFICE,1100,Executive Office of the President,4,4,0.827585,1.0,0.4048,3681272.0,0.057727,0.01091,1.0298,No,5.0,Medium,0.175629,0.247766,0.344008,0.397512,0.458269,0.516024,0.57384,0.632428,0.692962,0.775316,0.885987
011-0211,113173,EOP - OVP RESIDENCE,1100,Executive Office of the President,2,2,1.0,,0.0,4140.0,0.004681,,2.6097,No,4.0,Low,0.05522,0.098243,0.131429,0.137634,0.156918,0.198042,0.212087,0.273214,0.287257,0.299871,0.395835
011-0300,113160,EOP - OFFICE OF ADMINISTRATION,1100,Executive Office of the President,5,4,0.159698,0.0,1.4236,1880880.0,0.08088,0.063666,0.3873,No,5.0,Low,0.105448,0.143656,0.184543,0.221486,0.271412,0.311396,0.379504,0.39814,0.445646,0.486682,0.561852
011-0300,113161,EOP - OFFICE OF MGMT AND BUDGET,1100,Executive Office of the President,5,5,0.840302,1.0,0.2706,9251246.0,0.08088,0.063666,0.3873,No,5.0,Medium,0.105448,0.143656,0.184543,0.221486,0.271412,0.311396,0.379504,0.39814,0.445646,0.486682,0.561852
011-0400,113160,EOP - OFFICE OF ADMINISTRATION,1100,Executive Office of the President,5,3,0.019907,0.0,4.9593,73676.0,0.026812,0.025909,0.3754,No,5.0,Low,0.130733,0.199583,0.264984,0.319763,0.386117,0.45244,0.523609,0.577753,0.650094,0.75065,0.810805
011-0400,113167,EOP-US TRADE REPRESENTATIVE,1100,Executive Office of the President,5,5,0.980093,1.0,0.1007,1790486.0,0.026812,0.025909,0.3754,No,5.0,Medium,0.130733,0.199583,0.264984,0.319763,0.386117,0.45244,0.523609,0.577753,0.650094,0.75065,0.810805
011-1001,1131PL,US TRADE AND DEVELOPMENT AGENCY,1133,United States Trade and Development Agency,5,5,1.0,1.0,0.0,10131896.0,0.103048,0.14971,0.5834,No,4.0,Medium,0.042041,0.068476,0.109787,0.129467,0.137595,0.159725,0.176575,0.214221,0.219707,0.235859,0.325653
011-1022,191NLE,ACQUISITIONS - INL,019,Department of State,5,5,0.020321,-0.022497,1.3162,11778024.0,0.305777,0.203455,0.2379,No,5.0,Low,0.010593,0.017362,0.021085,0.021085,0.021088,0.06671,0.067765,0.098231,0.103468,0.110307,0.421594
011-1022,19X1NL,BUREAU OF INTERNATIONAL NARCOTICS,019,Department of State,5,5,0.883564,0.878539,0.0156,422679905.0,0.305777,0.203455,0.2379,No,5.0,High,0.010593,0.017362,0.021085,0.021085,0.021088,0.06671,0.067765,0.098231,0.103468,0.110307,0.421594
011-1022,19X1RM,BUREAU OF INFORMATION RESOURCE MGT,019,Department of State,5,5,0.026535,0.049649,0.5209,12006426.0,0.305777,0.203455,0.2379,No,5.0,Medium,0.010593,0.017362,0.021085,0.021085,0.021088,0.06671,0.067765,0.098231,0.103468,0.110307,0.421594
011-1022,19XA00,BUREAU OF ADMINSTRATION,019,Department of State,5,5,0.018151,0.025748,0.2419,8274311.0,0.305777,0.203455,0.2379,No,5.0,High,0.010593,0.017362,0.021085,0.021085,0.021088,0.06671,0.067765,0.098231,0.103468,0.110307,0.421594
011-1022,19XDS0,BUREAU OF DIPLOMATIC SECURITY,019,Department of State,5,5,0.011871,0.033373,1.0279,4512314.0,0.305777,0.203455,0.2379,No,5.0,Low,0.010593,0.017362,0.021085,0.021085,0.021088,0.06671,0.067765,0.098231,0.103468,0.110307,0.421594
011-1022,19XEAP,BUREAU OF EAST ASIAN AND PACIFIC,019,Department of State,5,5,0.006343,0.00547,0.5183,2847428.0,0.305777,0.203455,0.2379,No,5.0,Medium,0.010593,0.017362,0.021085,0.021085,0.021088,0.06671,0.067765,0.098231,0.103468,0.110307,0.421594
011-1022,19XNEA,BUREAU OF NEAR EASTERN AFFAIRS,019,Department of State,5,5,0.004859,0.000396,0.643,2368409.0,0.305777,0.203455,0.2379,No,5.0,Medium,0.010593,0.017362,0.021085,0.021085,0.021088,0.06671,0.067765,0.098231,0.103468,0.110307,0.421594
011-1022,19XS00,OFFICE OF THE SECRETARY OF STATE,019,Department of State,5,5,0.00576,0.011516,0.6544,2439838.0,0.305777,0.203455,0.2379,No,5.0,Medium,0.010593,0.017362,0.021085,0.021085,0.021088,0.06671,0.067765,0.098231,0.103468,0.110307,0.421594
011-1032,19KE50,AMERICAN EMBASSY NAIROBI,019,Department of State,5,1,0.04276,0.0,2.2361,5814577.0,0.323449,0.374006,0.1579,No,5.0,Low,0.016502,0.033538,0.033538,0.033546,0.044566,0.0557,0.061182,0.073869,0.096933,0.097822,0.150474
011-1032,19XA00,BUREAU OF ADMINSTRATION,019,Department of State,5,3,0.00889,0.0,1.636,1535195.0,0.323449,0.374006,0.1579,No,5.0,Low,0.016502,0.033538,0.033538,0.033546,0.044566,0.0557,0.061182,0.073869,0.096933,0.097822,0.150474
011-1032,19XAF0,BUREAU OF AFRICAN AFFAIRS,019,Department of State,5,5,0.819785,1.113087,0.203,104784654.0,0.323449,0.374006,0.1579,No,5.0,High,0.016502,0.033538,0.033538,0.033546,0.044566,0.0557,0.061182,0.073869,0.096933,0.097822,0.150474
011-1032,19XPM0,BUREAU OF POLITICAL-MILITARY AFF,019,Department of State,5,5,0.129647,-0.112784,1.3411,22136656.0,0.323449,0.374006,0.1579,No,5.0,Low,0.016502,0.033538,0.033538,0.033546,0.044566,0.0557,0.061182,0.073869,0.096933,0.097822,0.150474
011-1041,19XPM0,BUREAU OF POLITICAL-MILITARY AFF,019,Department of State,5,5,1.000854,1.0,0.0025,2494393.0,1.0,1.0,,Yes,5.0,Medium,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,0.000115,0.000115,0.000115
011-1070,113160,EOP - OFFICE OF ADMINISTRATION,1100,Executive Office of the President,5,3,0.304927,0.24446,1.3927,387224.0,0.004112,0.00404,0.0935,No,5.0,Low,0.049423,0.05749,0.06431,0.066073,0.078435,0.085439,0.898848,0.913608,0.932227,0.937443,0.937618
011-1070,113162,EOP-OFC OF NATL DRUG CONTROL POLICY,1100,Executive Office of the President,5,5,0.695073,0.75554,0.611,778257.0,0.004112,0.00404,0.0935,No,5.0,Medium,0.049423,0.05749,0.06431,0.066073,0.078435,0.085439,0.898848,0.913608,0.932227,0.937443,0.937618
011-1075,19AQMM,ACQUISITIONS - AQM MOMENTUM,019,Department of State,5,5,0.027109,0.095216,1.4694,4492471.0,0.174,0.158864,0.1426,No,5.0,Low,0.021204,0.058131,0.059557,0.059557,0.059557,0.080106,0.088337,0.106364,0.13762,0.188822,0.433676
011-1075,19X1NL,BUREAU OF INTERNATIONAL NARCOTICS,019,Department of State,5,5,0.077565,0.179532,1.0941,14532180.0,0.174,0.158864,0.1426,No,5.0,Low,0.021204,0.058131,0.059557,0.059557,0.059557,0.080106,0.088337,0.106364,0.13762,0.188822,0.433676
011-1075,19X1RM,BUREAU OF INFORMATION RESOURCE MGT,019,Department of State,5,5,0.036018,0.073643,0.707,6514243.0,0.174,0.158864,0.1426,No,5.0,Medium,0.021204,0.058131,0.059557,0.059557,0.059557,0.080106,0.088337,0.106364,0.13762,0.188822,0.433676
011-1075,19X1SN,BUREAU OF INTERNATIONAL SECURITY,019,Department of State,5,5,0.19195,0.004151,0.7605,37595609.0,0.174,0.158864,0.1426,No,5.0,Low,0.021204,0.058131,0.059557,0.059557,0.059557,0.080106,0.088337,0.106364,0.13762,0.188822,0.433676
011-1075,19XAF0,BUREAU OF AFRICAN AFFAIRS,019,Department of State,5,5,0.005856,0.017686,1.2284,956604.0,0.174,0.158864,0.1426,No,5.0,Low,0.021204,0.058131,0.059557,0.059557,0.059557,0.080106,0.088337,0.106364,0.13762,0.188822,0.433676
011-1075,19XCA0,BUREAU OF CONSULAR AFFAIRS,019,Department of State,5,5,0.008631,0.005588,1.7724,1950219.0,0.174,0.158864,0.1426,No,5.0,Low,0.021204,0.058131,0.059557,0.059557,0.059557,0.080106,0.088337,0.106364,0.13762,0.188822,0.433676
011-1075,19XCT0,BUREAU OF COUNTERTERRORISM,019,Department of State,5,5,0.015432,0.003546,0.6191,2840424.0,0.174,0.158864,0.1426,No,5.0,Medium,0.021204,0.058131,0.059557,0.059557,0.059557,0.080106,0.088337,0.106364,0.13762,0.188822,0.433676
011-1075,19XDS0,BUREAU OF DIPLOMATIC SECURITY,019,Department of State,5,5,0.303305,0.139959,0.4414,57312672.0,0.174,0.158864,0.1426,No,5.0,Medium,0.021204,0.058131,0.059557,0.059557,0.059557,0.080106,0.088337,0.106364,0.13762,0.188822,0.433676
011-1075,19XEAP,BUREAU OF EAST ASIAN AND PACIFIC,019,Department of State,5,5,0.018169,0.026285,0.4879,3140315.0,0.174,0.158864,0.1426,No,5.0,Medium,0.021204,0.058131,0.059557,0.059557,0.059557,0.080106,0.088337,0.106364,0.13762,0.188822,0.433676
011-1075,19XEB0,BUREAU OF ECONOMIC AND BUSINESS AFF,019,Department of State,5,5,0.007781,0.004939,0.7023,1578347.0,0.174,0.158864,0.1426,No,5.0,Medium,0.021204,0.058131,0.059557,0.059557,0.059557,0.080106,0.088337,0.106364,0.13762,0.188822,0.433676
011-1075,19XFS1,FOREIGN SERVICE INSTITUTE,019,Department of State,5,4,0.013114,0.064965,2.2103,1843621.0,0.174,0.158864,0.1426,No,5.0,Low,0.021204,0.058131,0.059557,0.059557,0.059557,0.080106,0.088337,0.106364,0.13762,0.188822,0.433676
011-1075,19XPM0,BUREAU OF POLITICAL-MILITARY AFF,019,Department of State,5,5,0.268363,0.332987,0.2883,47447415.0,0.174,0.158864,0.1426,No,5.0,High,0.021204,0.058131,0.059557,0.059557,0.059557,0.080106,0.088337,0.106364,0.13762,0.188822,0.433676
011-1075,19XS00,OFFICE OF THE SECRETARY OF STATE,019,Department of State,5,5,0.01278,0.024428,0.5467,2244733.0,0.174,0.158864,0.1426,No,5.0,Medium,0.021204,0.058131,0.059557,0.059557,0.059557,0.080106,0.088337,0.106364,0.13762,0.188822,0.433676
011-1082,19XAF0,BUREAU OF AFRICAN AFFAIRS,019,Department of State,5,5,0.071757,-0.000556,2.1069,166884.0,1.0,1.0,0.5769,Yes,5.0,Low,0.145934,0.153377,0.265409,0.265476,0.274606,0.412717,0.412666,0.412502,0.41275,0.429722,0.492701
011-1082,19XPM0,BUREAU OF POLITICAL-MILITARY AFF,019,Department of State,5,5,0.135227,0.095472,0.4684,3202709.0,1.0,1.0,0.5769,Yes,5.0,Medium,0.145934,0.153377,0.265409,0.265476,0.274606,0.412717,0.412666,0.412502,0.41275,0.429722,0.492701
011-1082,F2VV8S,F2VV8S HQ USCENTCOM CCJ8 SAO,097,Department of Defense,5,5,0.283839,0.0,2.128,610954.0,1.0,1.0,0.5769,Yes,5.0,Low,0.145934,0.153377,0.265409,0.265476,0.274606,0.412717,0.412666,0.412502,0.41275,0.429722,0.492701
011-1082,F2VVJ5,F2VVJ5 HQ USCENTCOM CCJ5,097,Department of Defense,5,5,0.164019,0.008862,1.9675,673643.0,1.0,1.0,0.5769,Yes,5.0,Low,0.145934,0.153377,0.265409,0.265476,0.274606,0.412717,0.412666,0.412502,0.41275,0.429722,0.492701
011-1082,F3N7A4,496 AB LGC BMC,097,Department of Defense,5,1,0.053398,0.0,2.2361,44823.0,1.0,1.0,0.5769,Yes,5.0,Low,0.145934,0.153377,0.265409,0.265476,0.274606,0.412717,0.412666,0.412502,0.41275,0.429722,0.492701
011-1082,F3PH31,F3PH31  AFSAT,097,Department of Defense,5,5,0.068468,-0.002497,1.9722,308664.0,1.0,1.0,0.5769,Yes,5.0,Low,0.145934,0.153377,0.265409,0.265476,0.274606,0.412717,0.412666,0.412502,0.41275,0.429722,0.492701
011-1082,F3YCBG,F3YCBG OC ALC LK,097,Department of Defense,5,5,0.695197,0.843544,0.5632,24676377.0,1.0,1.0,0.5769,Yes,5.0,Medium,0.145934,0.153377,0.265409,0.265476,0.274606,0.412717,0.412666,0.412502,0.41275,0.429722,0.492701
011-1082,HQ0013,DEFENSE SECURITY COOPERATION AGENCY,097,Department of Defense,5,1,0.008387,0.041937,2.2361,313102.0,1.0,1.0,0.5769,Yes,5.0,Low,0.145934,0.153377,0.265409,0.265476,0.274606,0.412717,0.412666,0.412502,0.41275,0.429722,0.492701
011-1082,W91LMH,W096 USA ELM HQ USSOUTHCOM,097,Department of Defense,5,4,0.187647,0.0,2.1197,444725.0,1.0,1.0,0.5769,Yes,5.0,Low,0.145934,0.153377,0.265409,0.265476,0.274606,0.412717,0.412666,0.412502,0.41275,0.429722,0.492701
011-1453,113157,EOP-COUNCIL ON ENVIRONMTL QUALITY,1100,Executive Office of the President,4,4,0.99547,,0.0091,375131.0,0.049244,0.0,0.9831,No,5.0,Medium,0.063153,0.160917,0.29694,0.321355,0.357669,0.376553,0.2924,0.299314,0.316428,0.331359,0.370975
011-1454,113165,EOP-OFFICE OF THE VICE PRESIDENT,1100,Executive Office of the President,5,5,0.915657,1.0,0.1025,96056.0,0.013929,0.006553,0.3393,No,5.0,High,0.120939,0.197169,0.256418,0.289731,0.315057,0.352735,0.392206,0.443698,0.500958,0.539839,0.635379
011-1454,113166,EOP  - NCS - PIAB,1100,Executive Office of the President,5,1,0.034331,0.0,2.2361,3472.0,0.013929,0.006553,0.3393,No,5.0,Low,0.120939,0.197169,0.256418,0.289731,0.315057,0.352735,0.392206,0.443698,0.500958,0.539839,0.635379
011-1454,113173,EOP - OVP RESIDENCE,1100,Executive Office of the President,5,4,0.050013,0.0,1.0076,5463.0,0.013929,0.006553,0.3393,No,5.0,Low,0.120939,0.197169,0.256418,0.289731,0.315057,0.352735,0.392206,0.443698,0.500958,0.539839,0.635379
011-1457,113160,EOP - OFFICE OF ADMINISTRATION,1100,Executive Office of the President,5,4,0.450618,1.036526,1.2169,311214.0,0.020661,0.045826,0.725,No,5.0,Low,0.147176,0.206552,0.273236,0.325517,0.39245,0.464297,0.662726,0.657632,0.731363,0.819852,0.936634
011-1457,113162,EOP-OFC OF NATL DRUG CONTROL POLICY,1100,Executive Office of the President,5,5,0.546133,-0.036526,1.0,225693.0,0.020661,0.045826,0.725,No,5.0,Low,0.147176,0.206552,0.273236,0.325517,0.39245,0.464297,0.662726,0.657632,0.731363,0.819852,0.936634
011-1460,113160,EOP - OFFICE OF ADMINISTRATION,1100,Executive Office of the President,5,3,0.26739,0.039963,1.5427,135959.0,0.004682,0.006365,0.5426,No,5.0,Low,0.000318,0.000433,0.00076,0.010463,0.011054,0.035859,0.03786,0.58498,0.585241,0.66479,0.556261
011-1460,113162,EOP-OFC OF NATL DRUG CONTROL POLICY,1100,Executive Office of the President,5,5,0.73261,0.960037,0.5631,474181.0,0.004682,0.006365,0.5426,No,5.0,Medium,0.000318,0.000433,0.00076,0.010463,0.011054,0.035859,0.03786,0.58498,0.585241,0.66479,0.556261
011-1800,113160,EOP - OFFICE OF ADMINISTRATION,1100,Executive Office of the President,4,1,0.014478,0.057912,2.0,10254.0,0.200513,0.054822,0.7826,No,4.0,Low,0.107247,0.153129,0.238175,0.256024,0.284335,0.301767,0.323335,0.328831,0.351786,0.378147,0.402867
011-1800,113182,EOP - NATIONAL CYBER DIRECTOR,1100,Executive Office of the President,4,4,0.985522,0.942088,0.0294,3270745.0,0.200513,0.054822,0.7826,No,4.0,Medium,0.107247,0.153129,0.238175,0.256024,0.284335,0.301767,0.323335,0.328831,0.351786,0.378147,0.402867
011-1900,113156,EOP COUNCIL OF ECONOMIC ADVISERS,1100,Executive Office of the President,5,5,1.0,1.0,0.0,322784.0,0.074723,0.120064,0.3976,No,5.0,Medium,0.088418,0.173922,0.214135,0.234006,0.273543,0.322813,0.379717,0.477928,0.525852,0.613252,0.699824
011-2000,113159,EOP - NATIONAL SECURITY COUNCIL,1100,Executive Office of the President,5,5,0.72614,0.382955,0.3704,719311.0,0.059152,0.033702,0.3163,No,5.0,Medium,0.161976,0.238205,0.326809,0.418103,0.461242,0.525031,0.598185,0.644016,0.687963,0.737841,0.780236
011-2000,113160,EOP - OFFICE OF ADMINISTRATION,1100,Executive Office of the President,5,3,0.100992,0.492241,2.1699,62379.0,0.059152,0.033702,0.3163,No,5.0,Low,0.161976,0.238205,0.326809,0.418103,0.461242,0.525031,0.598185,0.644016,0.687963,0.737841,0.780236
011-2000,113166,EOP  - NCS - PIAB,1100,Executive Office of the President,5,5,0.172868,0.124804,1.1159,223806.0,0.059152,0.033702,0.3163,No,5.0,Low,0.161976,0.238205,0.326809,0.418103,0.461242,0.525031,0.598185,0.644016,0.687963,0.737841,0.780236
011-2600,113160,EOP - OFFICE OF ADMINISTRATION,1100,Executive Office of the President,5,3,0.399688,1.114834,1.3909,158889.0,0.066806,0.009557,0.7726,No,5.0,Low,0.133181,0.18179,0.22601,0.265467,0.295968,0.350072,0.38849,0.43751,0.475695,0.524873,0.722815
011-2600,113164,EOP-OFC OF SCIENCE  TECH POLICY,1100,Executive Office of the President,5,5,0.600312,-0.114834,0.9261,283452.0,0.066806,0.009557,0.7726,No,5.0,Low,0.133181,0.18179,0.22601,0.265467,0.295968,0.350072,0.38849,0.43751,0.475695,0.524873,0.722815
011-3963,113157,EOP-COUNCIL ON ENVIRONMTL QUALITY,1100,Executive Office of the President,1,1,1.0,,,3035.0,0.004192,,,No,1.0,Low,0.014121,0.023887,0.036284,2.0,0.432552,0.432552,0.432552,0.432552,0.432552,0.432552,0.432552
011-8242,F4FDAZ,F4FDAZ AFLCMC WNR,097,Department of Defense,4,4,0.017383,,1.4233,1335633.0,,0.0,,No,4.0,Low,0.023208,0.041904,0.049518,0.059923,0.069451,0.082502,0.090398,0.10138,0.112498,0.218544,0.26158
011-8242,N00019,NAVAL AIR SYSTEMS COMMAND,097,Department of Defense,4,4,1.819034,,0.9574,89129938.0,,0.0,,No,4.0,Low,0.023208,0.041904,0.049518,0.059923,0.069451,0.082502,0.090398,0.10138,0.112498,0.218544,0.26158
011-8242,N00039,NAVAL INFORMATION WARFARE SYSTEMS,097,Department of Defense,4,3,0.013165,,1.2471,1740563.0,,0.0,,No,4.0,Low,0.023208,0.041904,0.049518,0.059923,0.069451,0.082502,0.090398,0.10138,0.112498,0.218544,0.26158
011-8242,W50US2,W6DQ 01 PEO AVN REDSTONE,097,Department of Defense,4,4,0.009288,,1.7873,105441.0,,0.0,,No,4.0,Low,0.023208,0.041904,0.049518,0.059923,0.069451,0.082502,0.090398,0.10138,0.112498,0.218544,0.26158
011-8242,W56RSX,W6DQ PEO AVN HUNTSVILLE,097,Department of Defense,4,4,0.018016,,1.7013,272285.0,,0.0,,No,4.0,Low,0.023208,0.041904,0.049518,0.059923,0.069451,0.082502,0.090398,0.10138,0.112498,0.218544,0.26158
011-8242,W56RTN,W4GV USA HQ COMM ELECT CMD,097,Department of Defense,4,4,0.016024,,1.3514,544253.0,,0.0,,No,4.0,Low,0.023208,0.041904,0.049518,0.059923,0.069451,0.082502,0.090398,0.10138,0.112498,0.218544,0.26158
011-8242,W56U8V,W0H9 US ARMY AVN & MISSLES CMD,097,Department of Defense,4,4,0.031093,,1.6483,536653.0,,0.0,,No,4.0,Low,0.023208,0.041904,0.049518,0.059923,0.069451,0.082502,0.090398,0.10138,0.112498,0.218544,0.26158
011-8242,W58FHZ,W6DT PEO AMMO,097,Department of Defense,4,4,0.124687,,1.9725,689901.0,,0.0,,No,4.0,Low,0.023208,0.041904,0.049518,0.059923,0.069451,0.082502,0.090398,0.10138,0.112498,0.218544,0.26158
011-8242,W58H0Z,W0H9 US ARMY AVN & MISSLES CMD,097,Department of Defense,4,4,0.011642,,1.6074,229016.0,,0.0,,No,4.0,Low,0.023208,0.041904,0.049518,0.059923,0.069451,0.082502,0.090398,0.10138,0.112498,0.218544,0.26158
011-8242,W81YTA,W6DQ PEO AVN HUNTSVILLE,097,Department of Defense,4,4,0.006954,,1.4007,182168.0,,0.0,,No,4.0,Low,0.023208,0.041904,0.049518,0.059923,0.069451,0.082502,0.090398,0.10138,0.112498,0.218544,0.26158
