account_code,funding_office_code,office_name,agency_code,agency_name,years_active,years_present,office_share_mean,office_share_latest,office_share_cv,award_avg_usd,contract_share_mean,contract_share_latest,contract_share_cv,contract_share_capped,cs_years,confidence,py_pace_p02,py_pace_p03,py_pace_p04,py_pace_p05,py_pace_p06,py_pace_p07,py_pace_p08,py_pace_p09,py_pace_p10,py_pace_p11,py_pace_p12
021-2080,W81PN2,"W0ZZ OFC DEP CHIEF STAFF, G-1",097,Department of Defense,5,5,0.007472,0.010635,0.4038,5258436.0,0.218185,0.167504,0.1639,No,5.0,Medium,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W81PNH,W47A US ARMY RESERVE COMMAND,097,Department of Defense,5,5,0.041654,0.07183,0.4651,28963670.0,0.218185,0.167504,0.1639,No,5.0,Medium,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W81PUG,W7VN USACAPOC,097,Department of Defense,5,5,0.005142,0.00416,0.2891,3713208.0,0.218185,0.167504,0.1639,No,5.0,High,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W81TMH,W0XY DIRECTOR OF PUBLIC WORKS,097,Department of Defense,5,5,0.013847,0.002517,0.7364,10925104.0,0.218185,0.167504,0.1639,No,5.0,Medium,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W81WYN,W6GS USAG FT HUNTER LIGGETT,097,Department of Defense,5,5,0.012923,0.014519,0.4319,9428367.0,0.218185,0.167504,0.1639,No,5.0,Medium,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W81XT4,0173 IN HHC    HEADQUARTERS IN,097,Department of Defense,5,4,0.006696,0.0,1.0034,5397394.0,0.218185,0.167504,0.1639,No,5.0,Low,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W81Y6F,W8NG 0099 READINESS DIV USAR,097,Department of Defense,5,5,0.018965,0.024203,0.1983,13614088.0,0.218185,0.167504,0.1639,No,5.0,High,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W81YDN,W1H1 USAG FT BUCHANAN,097,Department of Defense,5,5,0.009517,0.009821,0.2006,6935596.0,0.218185,0.167504,0.1639,No,5.0,High,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W81YUF,W6DQ CPE AVN HUNTSVILLE,097,Department of Defense,5,5,0.005131,0.006489,0.2374,3747919.0,0.218185,0.167504,0.1639,No,5.0,High,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W904GZ,W8YM 0081 READINESS DIV USAR,097,Department of Defense,5,5,0.017409,0.025625,0.3773,12467709.0,0.218185,0.167504,0.1639,No,5.0,Medium,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W905YQ,"W3YT HQ TRADOC DCS, G-2",097,Department of Defense,5,4,0.005529,0.004848,0.6061,3885116.0,0.218185,0.167504,0.1639,No,5.0,Medium,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W90724,W88D 0084 TNG CMD (UR),097,Department of Defense,5,4,0.004248,0.009046,1.0046,3082182.0,0.218185,0.167504,0.1639,No,5.0,Low,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W909UJ,W39L USA NG READINESS CENTER,097,Department of Defense,5,4,0.003658,0.000441,1.3041,2817774.0,0.218185,0.167504,0.1639,No,5.0,Low,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W90JYQ,W6XF USALRCTR FT HUNTER,097,Department of Defense,5,5,0.00545,0.00582,0.2177,4007339.0,0.218185,0.167504,0.1639,No,5.0,High,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W90NM5,W6B8 USAG DPW BLDG AD GRDS,097,Department of Defense,5,5,0.011767,0.015256,0.1789,8486119.0,0.218185,0.167504,0.1639,No,5.0,High,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W90UQP,W6PC PMPEO PBUSE EQP I3C2,097,Department of Defense,5,5,0.004073,0.005369,0.2031,2923321.0,0.218185,0.167504,0.1639,No,5.0,High,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W90XCV,W8YL 0063 READINESS DIV USAR,097,Department of Defense,5,5,0.047357,0.044757,0.2632,35297644.0,0.218185,0.167504,0.1639,No,5.0,High,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W90XN7,W0DA US ARMY SUSTAINMENT CMD,097,Department of Defense,5,5,0.017755,0.03318,0.5852,12596476.0,0.218185,0.167504,0.1639,No,5.0,Medium,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W911EH,W85E USAR MD RDN TNG CMD,097,Department of Defense,5,5,0.010776,-9.9e-05,0.6823,8037820.0,0.218185,0.167504,0.1639,No,5.0,Medium,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W911RU,W0H9 US ARMY AVN & MISSLES CMD,097,Department of Defense,5,5,0.04165,0.06419,0.3276,29430352.0,0.218185,0.167504,0.1639,No,5.0,High,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W912QR,W072 ENDIST LOUISVILLE,097,Department of Defense,5,5,0.067418,0.033567,0.7674,49808501.0,0.218185,0.167504,0.1639,No,5.0,Low,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W913LP,W85D USAR MD CMD PROFIS MNGMT,097,Department of Defense,5,4,0.004444,0.008868,0.8362,3102975.0,0.218185,0.167504,0.1639,No,5.0,Low,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W913UU,W00F OFC DEP UNDER SEC ARMY,097,Department of Defense,5,5,0.004226,0.000595,0.6198,3168664.0,0.218185,0.167504,0.1639,No,5.0,Medium,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W919H3,W6KG 88 RSC FTS TDA,097,Department of Defense,5,5,0.050857,0.062618,0.1664,36756617.0,0.218185,0.167504,0.1639,No,5.0,High,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W91A2C,"W6AP US ARMY DCS, G-8",097,Department of Defense,5,5,0.007789,0.009197,0.1217,5617238.0,0.218185,0.167504,0.1639,No,5.0,High,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W91ENN,W6KH LONDONDERRY AFR CENTER,097,Department of Defense,5,5,0.002854,0.002203,0.2558,2132211.0,0.218185,0.167504,0.1639,No,5.0,High,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W91ES7,W85F MI READINESS CMD,097,Department of Defense,5,5,0.006079,0.000135,0.5597,4643181.0,0.218185,0.167504,0.1639,No,5.0,Medium,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,W91M7P,W6DQ CPE AVN HUNTSVILLE,097,Department of Defense,5,5,0.023749,-0.003926,0.8354,18201296.0,0.218185,0.167504,0.1639,No,5.0,Low,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2080,WX3JQT,W3XQ FTS USA 9TH RSC P1,097,Department of Defense,5,5,0.007067,0.007004,0.3051,5216043.0,0.218185,0.167504,0.1639,No,5.0,High,0.137191,0.194957,0.274397,0.354457,0.426958,0.500215,0.574999,0.672668,0.776417,0.833689,0.938228
021-2085,W58BNE,"W8BC PRARNG ELEMENT, JF HQ",097,Department of Defense,5,3,0.010999,0.0,2.2361,198457.0,0.034617,0.024247,1.0033,No,5.0,Low,0.041002,0.062541,0.155223,0.160782,0.176658,0.201749,0.214965,0.227522,0.249018,0.296472,0.375882
021-2085,W65KUH,"W8AQ NVARNG ELEMENT, JFHQ",097,Department of Defense,5,3,0.191004,0.826231,1.8819,3464635.0,0.034617,0.024247,1.0033,No,5.0,Low,0.041002,0.062541,0.155223,0.160782,0.176658,0.201749,0.214965,0.227522,0.249018,0.296472,0.375882
021-2085,W810WM,"W8BF VTARNG ELEMENT, JF HQ",097,Department of Defense,5,3,0.013363,0.003903,2.0486,188862.0,0.034617,0.024247,1.0033,No,5.0,Low,0.041002,0.062541,0.155223,0.160782,0.176658,0.201749,0.214965,0.227522,0.249018,0.296472,0.375882
021-2085,W909UJ,W39L USA NG READINESS CENTER,097,Department of Defense,5,5,0.05463,0.067269,1.1579,1127663.0,0.034617,0.024247,1.0033,No,5.0,Low,0.041002,0.062541,0.155223,0.160782,0.176658,0.201749,0.214965,0.227522,0.249018,0.296472,0.375882
021-2085,W90FHD,"W8AU AKARNG ELEMENT, JFHQ",097,Department of Defense,5,3,0.017013,0.0,1.3757,143116.0,0.034617,0.024247,1.0033,No,5.0,Low,0.041002,0.062541,0.155223,0.160782,0.176658,0.201749,0.214965,0.227522,0.249018,0.296472,0.375882
021-2085,W90HJ1,"W8AZ COARNG ELEMENT, JF HQ",097,Department of Defense,5,5,0.081026,0.014316,2.0648,4783920.0,0.034617,0.024247,1.0033,No,5.0,Low,0.041002,0.062541,0.155223,0.160782,0.176658,0.201749,0.214965,0.227522,0.249018,0.296472,0.375882
021-2085,W90S22,"W8BB TXARNG ELEMENT, JF HQ",097,Department of Defense,5,1,0.007511,0.0,2.2361,100094.0,0.034617,0.024247,1.0033,No,5.0,Low,0.041002,0.062541,0.155223,0.160782,0.176658,0.201749,0.214965,0.227522,0.249018,0.296472,0.375882
021-2085,W90T83,"W8AC MIARNG ELEMENT, JF HQ",097,Department of Defense,5,4,0.129769,0.0,1.3577,4015668.0,0.034617,0.024247,1.0033,No,5.0,Low,0.041002,0.062541,0.155223,0.160782,0.176658,0.201749,0.214965,0.227522,0.249018,0.296472,0.375882
021-2085,W90UA9,"W8AP HIARNG ELEMENT, JF HQ",097,Department of Defense,5,4,0.024912,0.058243,0.9756,496778.0,0.034617,0.024247,1.0033,No,5.0,Low,0.041002,0.062541,0.155223,0.160782,0.176658,0.201749,0.214965,0.227522,0.249018,0.296472,0.375882
021-2085,W9128F,W071 ENDIST OMAHA,097,Department of Defense,5,1,0.00705,0.0,2.2361,127192.0,0.034617,0.024247,1.0033,No,5.0,Low,0.041002,0.062541,0.155223,0.160782,0.176658,0.201749,0.214965,0.227522,0.249018,0.296472,0.375882
021-2085,W912DW,W071 ENDIST SEATTLE,097,Department of Defense,5,3,0.008335,0.0,1.6641,59936.0,0.034617,0.024247,1.0033,No,5.0,Low,0.041002,0.062541,0.155223,0.160782,0.176658,0.201749,0.214965,0.227522,0.249018,0.296472,0.375882
021-2085,W91364,W7NU USPFO ACTIVITY OH ARNG,097,Department of Defense,5,3,0.007414,0.0,1.7865,41193.0,0.034617,0.024247,1.0033,No,5.0,Low,0.041002,0.062541,0.155223,0.160782,0.176658,0.201749,0.214965,0.227522,0.249018,0.296472,0.375882
021-2085,W9163K,"W8BW PAARNG ELEMENT, JF HQ",097,Department of Defense,5,5,0.15549,0.003809,1.993,2714775.0,0.034617,0.024247,1.0033,No,5.0,Low,0.041002,0.062541,0.155223,0.160782,0.176658,0.201749,0.214965,0.227522,0.249018,0.296472,0.375882
021-2085,W917DP,"W8BR OHARNG ELEMENT, JF HQ",097,Department of Defense,5,4,0.073615,0.003424,2.2164,984056.0,0.034617,0.024247,1.0033,No,5.0,Low,0.041002,0.062541,0.155223,0.160782,0.176658,0.201749,0.214965,0.227522,0.249018,0.296472,0.375882
021-2085,W91HJU,"W8AY CAARNG ELEMENT, JF HQ",097,Department of Defense,5,4,0.216249,0.016307,0.9417,4708926.0,0.034617,0.024247,1.0033,No,5.0,Low,0.041002,0.062541,0.155223,0.160782,0.176658,0.201749,0.214965,0.227522,0.249018,0.296472,0.375882
021-2086,960102,ARMY CORPS OF ENGINEERS CIVIL WORKS,096,Corps of Engineers - Civil Works,5,3,0.06294,0.0,2.2361,1185040.0,0.504404,0.47551,0.1252,No,5.0,Low,0.005651,0.007244,0.071333,0.072358,0.103699,0.108696,0.112141,0.159726,0.165747,0.200664,0.24749
021-2086,F2MUAA,AFCEC CTN,097,Department of Defense,5,5,0.056568,0.0,1.9886,1442399.0,0.504404,0.47551,0.1252,No,5.0,Low,0.005651,0.007244,0.071333,0.072358,0.103699,0.108696,0.112141,0.159726,0.165747,0.200664,0.24749
021-2086,F4ATA6,AFCEC EAST ENERGY,097,Department of Defense,5,3,0.049064,0.04737,1.4696,1980567.0,0.504404,0.47551,0.1252,No,5.0,Low,0.005651,0.007244,0.071333,0.072358,0.103699,0.108696,0.112141,0.159726,0.165747,0.200664,0.24749
021-2086,F67100,ACCTG DISB STA NR 667100,097,Department of Defense,5,1,0.011182,0.0,2.2361,521933.0,0.504404,0.47551,0.1252,No,5.0,Low,0.005651,0.007244,0.071333,0.072358,0.103699,0.108696,0.112141,0.159726,0.165747,0.200664,0.24749
021-2086,W22W9K,W2SM ENDIST LOUISVILLE CW,097,Department of Defense,5,3,0.161481,0.785954,2.1621,11166717.0,0.504404,0.47551,0.1252,No,5.0,Low,0.005651,0.007244,0.071333,0.072358,0.103699,0.108696,0.112141,0.159726,0.165747,0.200664,0.24749
021-2086,W912QR,W072 ENDIST LOUISVILLE,097,Department of Defense,5,5,0.660257,0.166837,0.4967,42406954.0,0.504404,0.47551,0.1252,No,5.0,Medium,0.005651,0.007244,0.071333,0.072358,0.103699,0.108696,0.112141,0.159726,0.165747,0.200664,0.24749
021-2091,F3QCCC,F3QCCC AFLCMC WLN,097,Department of Defense,3,2,0.028001,0.0,1.7321,331668.0,0.004111,0.038305,12.1084,No,5.0,Low,0.012654,0.010516,0.010627,0.019665,0.04912,0.064558,0.07915,0.067213,0.08999,0.125531,0.117481
021-2091,F3QCCS,F3QCCS AFLCMC WLS,097,Department of Defense,3,1,0.006793,0.02038,1.7321,57741.0,0.004111,0.038305,12.1084,No,5.0,Low,0.012654,0.010516,0.010627,0.019665,0.04912,0.064558,0.07915,0.067213,0.08999,0.125531,0.117481
021-2091,F3QCGR,F3QCGR AFLCMC WLM,097,Department of Defense,3,3,0.056015,0.064273,0.9277,612057.0,0.004111,0.038305,12.1084,No,5.0,Low,0.012654,0.010516,0.010627,0.019665,0.04912,0.064558,0.07915,0.067213,0.08999,0.125531,0.117481
021-2091,F4FDAX,F4FDAX AFLCMC WNB T7,097,Department of Defense,3,3,0.033805,0.025311,1.0992,452066.0,0.004111,0.038305,12.1084,No,5.0,Low,0.012654,0.010516,0.010627,0.019665,0.04912,0.064558,0.07915,0.067213,0.08999,0.125531,0.117481
021-2091,F4FDCS,F4FDCS AFLCMC AMP,097,Department of Defense,3,2,0.025697,0.07374,1.6204,386366.0,0.004111,0.038305,12.1084,No,5.0,Low,0.012654,0.010516,0.010627,0.019665,0.04912,0.064558,0.07915,0.067213,0.08999,0.125531,0.117481
021-2091,F4FDCT,F4FDCT AFLCMC WLN J,097,Department of Defense,3,3,0.06935,0.00725,1.6298,861952.0,0.004111,0.038305,12.1084,No,5.0,Low,0.012654,0.010516,0.010627,0.019665,0.04912,0.064558,0.07915,0.067213,0.08999,0.125531,0.117481
021-2091,F4FDDH,F4FDDH AFLCMC WL PMA,097,Department of Defense,3,3,0.240643,0.008208,1.6913,2994709.0,0.004111,0.038305,12.1084,No,5.0,Low,0.012654,0.010516,0.010627,0.019665,0.04912,0.064558,0.07915,0.067213,0.08999,0.125531,0.117481
021-2091,F4FDWK,F4FDWK AFLCMC WLC,097,Department of Defense,3,3,0.252919,0.535834,0.9848,5665918.0,0.004111,0.038305,12.1084,No,5.0,Low,0.012654,0.010516,0.010627,0.019665,0.04912,0.064558,0.07915,0.067213,0.08999,0.125531,0.117481
021-2091,F4FDWL,F4FDWL AFLCMC WVB,097,Department of Defense,3,3,0.011231,0.031374,1.5534,167707.0,0.004111,0.038305,12.1084,No,5.0,Low,0.012654,0.010516,0.010627,0.019665,0.04912,0.064558,0.07915,0.067213,0.08999,0.125531,0.117481
021-2091,N00421,NAVAL AIR WARFARE CENTER AIR DIV,097,Department of Defense,3,3,0.067325,-1.6e-05,1.7323,10695179.0,0.004111,0.038305,12.1084,No,5.0,Low,0.012654,0.010516,0.010627,0.019665,0.04912,0.064558,0.07915,0.067213,0.08999,0.125531,0.117481
021-2091,W25P02,W1VW HQ USASAC,097,Department of Defense,3,3,0.030274,0.026077,1.076,329519.0,0.004111,0.038305,12.1084,No,5.0,Low,0.012654,0.010516,0.010627,0.019665,0.04912,0.064558,0.07915,0.067213,0.08999,0.125531,0.117481
021-2091,W52P1J,W0DA US ARMY SUSTAINMENT CMD,097,Department of Defense,3,3,0.025931,0.049612,0.9596,251826.0,0.004111,0.038305,12.1084,No,5.0,Low,0.012654,0.010516,0.010627,0.019665,0.04912,0.064558,0.07915,0.067213,0.08999,0.125531,0.117481
021-2091,W56RTN,W4GV USA HQ COMM ELECT CMD,097,Department of Defense,3,3,0.118866,0.012967,1.4422,2715922.0,0.004111,0.038305,12.1084,No,5.0,Low,0.012654,0.010516,0.010627,0.019665,0.04912,0.064558,0.07915,0.067213,0.08999,0.125531,0.117481
021-2091,W56U8V,W0H9 US ARMY AVN & MISSLES CMD,097,Department of Defense,3,2,0.008765,0.0,1.5528,194478.0,0.004111,0.038305,12.1084,No,5.0,Low,0.012654,0.010516,0.010627,0.019665,0.04912,0.064558,0.07915,0.067213,0.08999,0.125531,0.117481
021-2091,W80YU7,W6DQ PEO AVN HUNTSVILLE,097,Department of Defense,3,3,0.093367,0.151724,0.7861,1474036.0,0.004111,0.038305,12.1084,No,5.0,Low,0.012654,0.010516,0.010627,0.019665,0.04912,0.064558,0.07915,0.067213,0.08999,0.125531,0.117481
021-2091,W81YTA,W6DQ PEO AVN HUNTSVILLE,097,Department of Defense,3,3,0.007811,0.015077,0.9002,126640.0,0.004111,0.038305,12.1084,No,5.0,Low,0.012654,0.010516,0.010627,0.019665,0.04912,0.064558,0.07915,0.067213,0.08999,0.125531,0.117481
021-2091,W90ZEL,0000 HQ HSC    TF BIO RC NORTH,097,Department of Defense,3,1,0.065772,0.0,1.7321,10447682.0,0.004111,0.038305,12.1084,No,5.0,Low,0.012654,0.010516,0.010627,0.019665,0.04912,0.064558,0.07915,0.067213,0.08999,0.125531,0.117481
021-2093,F2BDCW,F2BDCW AFLCMC HBU,097,Department of Defense,4,1,0.069924,,2.0,63856.0,0.508794,,0.9752,No,4.0,Low,,,,,,,,,,,
021-2093,F2CFLG,F2CFLG HQ PACAF A4,097,Department of Defense,4,1,0.008263,,2.0,21091.0,0.508794,,0.9752,No,4.0,Low,,,,,,,,,,,
021-2093,F3UUAU,379 ECPTS FM,097,Department of Defense,4,1,0.12121,,2.0,110692.0,0.508794,,0.9752,No,4.0,Low,,,,,,,,,,,
021-2093,F4F0AY,F4F0AY 88 ABW SI,097,Department of Defense,4,1,0.032843,,2.0,29993.0,0.508794,,0.9752,No,4.0,Low,,,,,,,,,,,
021-2093,F4HBEB,F4HBEB AFRL RIEB,097,Department of Defense,4,2,0.010758,,2.0,27459.0,0.508794,,0.9752,No,4.0,Low,,,,,,,,,,,
021-2093,F4HBGC,F4HBGC AFRL RIGC,097,Department of Defense,4,2,0.251109,,1.9882,1906.0,0.508794,,0.9752,No,4.0,Low,,,,,,,,,,,
021-2093,F4HBGD,F4HBGD AFRL RIGD,097,Department of Defense,4,3,0.410741,,1.2325,857550.0,0.508794,,0.9752,No,4.0,Low,,,,,,,,,,,
021-2093,F9WFX5,NGB NGB A5,097,Department of Defense,4,1,0.06156,,2.0,157130.0,0.508794,,0.9752,No,4.0,Low,,,,,,,,,,,
021-2093,HQ0642,WASHINGTON HEADQUARTERS SERVICES,097,Department of Defense,4,1,0.019198,,2.0,49002.0,0.508794,,0.9752,No,4.0,Low,,,,,,,,,,,
021-2093,W565RR,0000 HQ HSC    ARCENT BAGHDAD,097,Department of Defense,4,1,0.03221,,2.0,29415.0,0.508794,,0.9752,No,4.0,Low,,,,,,,,,,,
021-2099,H92222,HQUSSOCOM,097,Department of Defense,5,3,0.017347,0.0,0.9465,555079.0,0.15379,0.486037,1.2337,No,5.0,Low,0.090184,0.101621,0.105049,0.108062,0.114177,0.126782,0.125178,0.131909,0.224327,0.243219,0.332243
021-2099,H92254,PEO-SOFSA,097,Department of Defense,5,5,0.01843,0.0,1.8552,560588.0,0.15379,0.486037,1.2337,No,5.0,Low,0.090184,0.101621,0.105049,0.108062,0.114177,0.126782,0.125178,0.131909,0.224327,0.243219,0.332243
021-2099,H92277,SOCCENT,097,Department of Defense,5,3,0.007703,0.0,1.7349,239216.0,0.15379,0.486037,1.2337,No,5.0,Low,0.090184,0.101621,0.105049,0.108062,0.114177,0.126782,0.125178,0.131909,0.224327,0.243219,0.332243
021-2099,H92400,HQ USSOCOM,097,Department of Defense,5,3,0.010911,0.0,1.4273,287548.0,0.15379,0.486037,1.2337,No,5.0,Low,0.090184,0.101621,0.105049,0.108062,0.114177,0.126782,0.125178,0.131909,0.224327,0.243219,0.332243
021-2099,H92403,HQ USSOCOM,097,Department of Defense,5,5,0.091448,0.0,2.2082,3826595.0,0.15379,0.486037,1.2337,No,5.0,Low,0.090184,0.101621,0.105049,0.108062,0.114177,0.126782,0.125178,0.131909,0.224327,0.243219,0.332243
021-2099,N65236,NIWC ATLANTIC,097,Department of Defense,5,5,0.034508,-5.9e-05,1.213,972392.0,0.15379,0.486037,1.2337,No,5.0,Low,0.090184,0.101621,0.105049,0.108062,0.114177,0.126782,0.125178,0.131909,0.224327,0.243219,0.332243
021-2099,W25P02,W1VW HQ USASAC,097,Department of Defense,5,2,0.016749,0.066437,1.7177,2290266.0,0.15379,0.486037,1.2337,No,5.0,Low,0.090184,0.101621,0.105049,0.108062,0.114177,0.126782,0.125178,0.131909,0.224327,0.243219,0.332243
021-2099,W501DK,W6DP CPE ISW ABERDEEN,097,Department of Defense,5,5,0.063222,0.000158,0.8559,1986444.0,0.15379,0.486037,1.2337,No,5.0,Low,0.090184,0.101621,0.105049,0.108062,0.114177,0.126782,0.125178,0.131909,0.224327,0.243219,0.332243
021-2099,W502DZ,W6DW CPE CS SELFRIDGE,097,Department of Defense,5,2,0.214188,0.781751,1.5925,27706936.0,0.15379,0.486037,1.2337,No,5.0,Low,0.090184,0.101621,0.105049,0.108062,0.114177,0.126782,0.125178,0.131909,0.224327,0.243219,0.332243
021-2099,W50U4K,W4GG HQ US ARMY TACOM,097,Department of Defense,5,3,0.01976,0.018897,1.0239,1118293.0,0.15379,0.486037,1.2337,No,5.0,Low,0.090184,0.101621,0.105049,0.108062,0.114177,0.126782,0.125178,0.131909,0.224327,0.243219,0.332243
021-2099,W565RR,0000 HQ HSC    ARCENT BAGHDAD,097,Department of Defense,5,5,0.347518,0.08932,0.6091,14283142.0,0.15379,0.486037,1.2337,No,5.0,Medium,0.090184,0.101621,0.105049,0.108062,0.114177,0.126782,0.125178,0.131909,0.224327,0.243219,0.332243
021-2099,W56RTN,W4GV USA HQ COMM ELECT CMD,097,Department of Defense,5,5,0.088775,0.000685,0.6206,2995725.0,0.15379,0.486037,1.2337,No,5.0,Medium,0.090184,0.101621,0.105049,0.108062,0.114177,0.126782,0.125178,0.131909,0.224327,0.243219,0.332243
021-2099,W81X44,W6DP CPE ISW ABERDEEN,097,Department of Defense,5,5,0.011738,0.002447,2.0054,587565.0,0.15379,0.486037,1.2337,No,5.0,Low,0.090184,0.101621,0.105049,0.108062,0.114177,0.126782,0.125178,0.131909,0.224327,0.243219,0.332243
021-2099,W81YUF,W6DQ CPE AVN HUNTSVILLE,097,Department of Defense,5,3,0.043194,0.025199,1.3757,2290697.0,0.15379,0.486037,1.2337,No,5.0,Low,0.090184,0.101621,0.105049,0.108062,0.114177,0.126782,0.125178,0.131909,0.224327,0.243219,0.332243
021-2099,W90ZAH,W6DS CPE GSS PICATINNY,097,Department of Defense,5,2,0.009737,0.0,2.1876,218779.0,0.15379,0.486037,1.2337,No,5.0,Low,0.090184,0.101621,0.105049,0.108062,0.114177,0.126782,0.125178,0.131909,0.224327,0.243219,0.332243
021-5095,W16BCU,W6BM USAG WEST POINT,097,Department of Defense,5,5,0.134283,0.057318,0.4904,21030.0,0.057894,0.046962,0.737,No,5.0,Medium,0.211735,0.296412,0.410921,0.440916,0.39273,0.465265,0.508638,0.530645,0.581124,0.657862,0.789978
021-5095,W22PES,W6CD DPW,097,Department of Defense,5,1,0.030898,0.15449,2.2361,3800.0,0.057894,0.046962,0.737,No,5.0,Low,0.211735,0.296412,0.410921,0.440916,0.39273,0.465265,0.508638,0.530645,0.581124,0.657862,0.789978
021-5095,W52P1J,W0DA US ARMY SUSTAINMENT CMD,097,Department of Defense,5,4,0.038207,0.0,3.1441,11271.0,0.057894,0.046962,0.737,No,5.0,Low,0.211735,0.296412,0.410921,0.440916,0.39273,0.465265,0.508638,0.530645,0.581124,0.657862,0.789978
021-5095,W5J9RM,"W91V ALARNG TRNG CTR, FT MC CL",097,Department of Defense,5,1,0.02211,0.110551,2.2361,2719.0,0.057894,0.046962,0.737,No,5.0,Low,0.211735,0.296412,0.410921,0.440916,0.39273,0.465265,0.508638,0.530645,0.581124,0.657862,0.789978
021-5095,W803CU,W8GW ARNG MANEUVER TRNG CENTER,097,Department of Defense,5,5,0.216651,0.095719,0.8885,37660.0,0.057894,0.046962,0.737,No,5.0,Low,0.211735,0.296412,0.410921,0.440916,0.39273,0.465265,0.508638,0.530645,0.581124,0.657862,0.789978
021-5095,W81THB,W0VN USAG DPW ENVIRONMENTA DIV,097,Department of Defense,5,5,0.27472,0.384029,0.4302,40420.0,0.057894,0.046962,0.737,No,5.0,Medium,0.211735,0.296412,0.410921,0.440916,0.39273,0.465265,0.508638,0.530645,0.581124,0.657862,0.789978
021-5095,W905HS,W4QV USAG ABERDEEN PG,097,Department of Defense,5,5,0.183799,0.197893,0.2408,30929.0,0.057894,0.046962,0.737,No,5.0,Medium,0.211735,0.296412,0.410921,0.440916,0.39273,0.465265,0.508638,0.530645,0.581124,0.657862,0.789978
021-5095,W909H3,W6CR USAG FT BENNING,097,Department of Defense,5,2,0.099557,0.0,1.4751,17864.0,0.057894,0.046962,0.737,No,5.0,Low,0.211735,0.296412,0.410921,0.440916,0.39273,0.465265,0.508638,0.530645,0.581124,0.657862,0.789978
021-5098,W51HQQ,W0VN USAG FT CARSON,097,Department of Defense,4,4,0.990698,,0.0114,4236755.0,1.0,0.0,0.8904,Yes,5.0,Medium,0.011832,0.011832,0.014988,0.018172,0.11923,0.1177,0.1177,0.1177,0.1177,0.310568,0.310568
